PWVmidTim,Tdelay
20110127/1945,2097.5
20110127/2015,2096.3
20110127/2045,2096.0
20110127/2115,2097.5
20110127/2145,2099.6
20110127/2215,2094.7
20110127/2245,2093.0
20110127/2315,2099.4
20110128/0015,2095.3
20110128/0045,2095.4
20110128/0115,2096.7
20110128/0145,2098.2
20110128/0215,2097.6
20110128/0245,2096.9
20110128/0315,2096.8
20110128/0345,2096.0
20110128/0415,2097.5
20110128/0445,2099.8
20110128/0515,2098.2
20110128/0545,2097.4
20110128/0615,2099.3
20110128/0645,2100.8
20110128/0715,2102.2
20110128/0745,2101.1
20110128/0815,2098.5
20110128/0845,2096.4
20110128/0915,2096.4
20110128/0945,2097.7
20110128/1015,2098.6
20110128/1045,2097.3
20110128/1115,2098.8
20110128/1145,2102.2
20110128/1215,2100.6
20110128/1245,2098.3
20110128/1315,2099.7
20110128/1345,2105.3
20110128/1415,2107.3
20110128/1445,2104.3
20110128/1515,2104.9
20110128/1545,2109.7
20110128/1615,2110.1
20110128/1645,2107.1
20110128/1715,2107.1
20110128/1745,2109.8
20110128/1815,2111.3
20110128/1845,2108.9
20110128/1915,2111.8
20110128/1945,2116.2
20110128/2015,2115.1
20110128/2045,2117.8
20110128/2115,2122.1
20110128/2145,2120.1
20110128/2215,2121.0
20110128/2245,2127.7
20110128/2315,2132.7
20110129/0015,2135.9
20110129/0045,2134.8
20110129/0115,2133.7
20110129/0145,2133.9
20110129/0215,2136.0
20110129/0245,2137.2
20110129/0315,2136.2
20110129/0345,2134.5
20110129/0415,2133.3
20110129/0445,2132.0
20110129/0515,2132.0
20110129/0545,2132.9
20110129/0615,2132.2
20110129/0645,2132.2
20110129/0715,2132.8
20110129/0745,2131.6
20110129/0815,2129.4
20110129/0845,2126.8
20110129/0915,2126.3
20110129/0945,2126.0
20110129/1015,2127.3
20110129/1045,2127.7
20110129/1115,2127.0
20110129/1145,2127.6
20110129/1215,2127.4
20110129/1245,2125.8
20110129/1315,2122.6
20110129/1345,2122.2
20110129/1415,2122.7
20110129/1445,2121.5
20110129/1515,2122.0
20110129/1545,2124.6
20110129/1615,2121.4
20110129/1645,2117.5
20110129/1715,2120.5
20110129/1745,2121.9
20110129/1815,2122.3
20110129/1845,2121.7
20110129/1915,2122.4
20110129/1945,2118.0
20110129/2015,2116.1
20110129/2045,2120.9
20110129/2115,2121.3
20110129/2145,2118.5
20110129/2215,2117.5
20110129/2245,2120.1
20110129/2315,2121.0
20110130/0015,2121.6
20110130/0045,2119.0
20110130/0115,2116.0
20110130/0145,2116.2
20110130/0215,2118.0
20110130/0245,2115.3
20110130/0315,2112.8
20110130/0345,2111.9
20110130/0415,2112.7
20110130/0445,2113.1
20110130/0515,2111.9
20110130/0545,2112.7
20110130/0615,2111.2
20110130/0645,2109.2
20110130/0715,2111.7
20110130/0745,2112.0
20110130/0815,2110.5
20110130/0845,2109.1
20110130/0915,2108.7
20110130/0945,2108.7
20110130/1015,2110.6
20110130/1045,2111.1
20110130/1115,2107.7
20110130/1145,2107.7
20110130/1215,2107.9
20110130/1245,2108.8
20110130/1315,2113.1
20110130/1345,2111.5
20110130/1415,2106.3
20110130/1445,2105.7
20110130/1515,2108.8
20110130/1545,2109.1
20110130/1615,2105.6
20110130/1645,2103.1
20110130/1715,2103.2
20110130/1745,2103.0
20110130/1815,2103.7
20110130/1845,2103.7
20110130/1915,2101.0
20110130/1945,2099.6
20110130/2015,2101.5
20110130/2045,2103.6
20110130/2115,2102.9
20110130/2145,2098.6
20110130/2215,2098.5
20110130/2245,2101.7
20110130/2315,2100.6
20110131/0015,2097.1
20110131/0045,2094.3
20110131/0115,2094.4
20110131/0145,2093.1
20110131/0215,2093.7
20110131/0245,2094.3
20110131/0315,2094.5
20110131/0345,2097.0
20110131/0415,2099.5
20110131/0445,2099.0
20110131/0515,2099.0
20110131/0545,2099.6
20110131/0615,2097.8
20110131/0645,2095.8
20110131/0715,2096.0
20110131/0745,2094.1
20110131/0815,2091.9
20110131/0845,2092.7
20110131/0915,2096.5
20110131/0945,2096.6
20110131/1015,2094.8
20110131/1045,2097.1
20110131/1115,2098.4
20110131/1145,2098.5
20110131/1215,2099.9
20110131/1245,2100.8
20110131/1315,2105.4
20110131/1345,2104.7
20110131/1415,2097.5
20110131/1445,2097.2
20110131/1515,2099.7
20110131/1545,2099.9
20110131/1615,2096.0
20110131/1645,2093.4
20110131/1715,2094.4
20110131/1745,2095.4
20110131/1815,2097.0
20110131/1845,2097.0
20110131/1915,2094.8
20110131/1945,2095.2
20110131/2015,2095.9
20110131/2045,2095.0
20110131/2115,2095.5
20110131/2145,2094.6
20110131/2215,2096.3
20110131/2245,2098.8
20110131/2315,2096.5
20110201/0015,2096.9
20110201/0045,2095.1
20110201/0115,2092.3
20110201/0145,2091.2
20110201/0215,2092.1
20110201/0245,2091.4
20110201/0315,2091.1
20110201/0345,2092.5
20110201/0415,2093.5
20110201/0445,2091.6
20110201/0515,2092.2
20110201/0545,2094.3
20110201/0615,2091.5
20110201/0645,2090.8
20110201/0715,2092.6
20110201/0745,2090.2
20110201/0815,2089.8
20110201/0845,2092.2
20110201/0915,2092.8
20110201/0945,2093.9
20110201/1015,2094.5
20110201/1045,2093.0
20110201/1115,2095.2
20110201/1145,2096.1
20110201/1215,2094.6
20110201/1245,2095.6
20110201/1315,2099.5
20110201/1345,2099.5
20110201/1415,2095.2
20110201/1445,2095.2
20110201/1515,2099.5
20110201/1545,2099.0
20110201/1615,2095.9
20110201/1645,2096.5
20110201/1715,2095.5
20110201/1745,2094.5
20110201/1815,2095.6
20110201/1845,2096.5
20110201/1915,2095.5
20110201/1945,2096.9
20110201/2015,2100.5
20110201/2045,2099.7
20110201/2115,2098.6
20110201/2145,2095.0
20110201/2215,2094.3
20110201/2245,2098.3
20110201/2315,2100.2
20110202/0015,2100.9
20110202/0045,2099.7
20110202/0115,2100.8
20110202/0145,2101.6
20110202/0215,2104.6
20110202/0245,2106.2
20110202/0315,2104.3
20110202/0345,2105.0
20110202/0415,2104.2
20110202/0445,2102.3
20110202/0515,2103.3
20110202/0545,2103.5
20110202/0615,2099.8
20110202/0645,2101.0
20110202/0715,2103.4
20110202/0745,2101.3
20110202/0815,2100.8
20110202/0845,2100.9
20110202/0915,2099.8
20110202/0945,2099.9
20110202/1015,2100.7
20110202/1045,2099.5
20110202/1115,2101.2
20110202/1145,2101.7
20110202/1215,2101.8
20110202/1245,2104.2
20110202/1315,2105.6
20110202/1345,2105.7
20110202/1415,2104.3
20110202/1445,2102.5
20110202/1515,2106.2
20110202/1545,2106.4
20110202/1615,2102.9
20110202/1645,2104.6
20110202/1715,2107.0
20110202/1745,2108.0
20110202/1815,2108.9
20110202/1845,2108.7
20110202/1915,2106.2
20110202/1945,2108.6
20110202/2015,2111.3
20110202/2045,2110.3
20110202/2115,2109.9
20110202/2145,2106.1
20110202/2215,2106.6
20110202/2245,2111.1
20110202/2315,2112.1
20110203/0015,2109.3
20110203/0045,2108.5
20110203/0115,2109.7
20110203/0145,2113.4
20110203/0215,2115.1
20110203/0245,2114.3
20110203/0315,2113.7
20110203/0345,2113.6
20110203/0415,2113.7
20110203/0445,2112.3
20110203/0515,2112.2
20110203/0545,2113.5
20110203/0615,2112.8
20110203/0645,2110.8
20110203/0715,2109.9
20110203/0745,2106.7
20110203/0815,2104.0
20110203/0845,2106.0
20110203/0915,2106.4
20110203/0945,2108.6
20110203/1015,2108.1
20110203/1045,2106.4
20110203/1115,2108.8
20110203/1145,2105.4
20110203/1215,2103.5
20110203/1245,2105.3
20110203/1315,2108.2
20110203/1345,2108.1
20110203/1415,2104.8
20110203/1445,2104.7
20110203/1515,2105.7
20110203/1545,2103.2
20110203/1615,2099.7
20110203/1645,2099.2
20110203/1715,2099.9
20110203/1745,2100.0
20110203/1815,2098.4
20110203/1845,2098.6
20110203/1915,2100.5
20110203/1945,2099.7
20110203/2015,2099.4
20110203/2045,2100.8
20110203/2115,2100.1
20110203/2145,2096.6
20110203/2215,2097.9
20110203/2245,2099.7
20110203/2315,2095.9
20110204/0015,2102.5
20110204/0045,2095.7
20110204/0115,2092.7
20110204/0145,2092.6
20110204/0215,2094.2
20110204/0245,2087.8
20110204/0315,2079.9
20110204/0345,2084.9
20110204/0415,2092.1
20110204/0445,2092.2
20110204/0515,2093.0
20110204/0545,2093.0
20110204/0615,2090.7
20110204/0645,2091.3
20110204/0715,2096.7
20110204/0745,2101.7
20110204/0815,2098.3
20110204/0845,2093.8
20110204/0915,2091.5
20110204/0945,2090.7
20110204/1015,2091.0
20110204/1045,2088.5
20110204/1115,2088.2
20110204/1145,2089.4
20110204/1215,2089.6
20110204/1245,2089.5
20110204/1315,2087.7
20110204/1345,2084.2
20110204/1415,2083.4
20110204/1445,2086.3
20110204/1515,2090.7
20110204/1545,2090.3
20110204/1615,2088.1
20110204/1645,2089.7
20110204/1715,2090.8
20110204/1745,2091.0
20110204/1815,2092.2
20110204/1845,2094.5
20110204/1915,2092.9
20110204/1945,2094.1
20110204/2015,2096.0
20110204/2045,2095.5
20110204/2115,2099.1
20110204/2145,2096.5
20110204/2215,2097.9
20110204/2245,2105.4
20110204/2315,2105.8
20110205/0015,2110.6
20110205/0045,2109.1
20110205/0115,2108.8
20110205/0145,2112.8
20110205/0215,2113.2
20110205/0245,2112.2
20110205/0315,2111.9
20110205/0345,2113.6
20110205/0415,2112.9
20110205/0445,2112.6
20110205/0515,2114.2
20110205/0545,2113.2
20110205/0615,2111.6
20110205/0645,2108.5
20110205/0715,2104.2
20110205/0745,2102.0
20110205/0815,2099.8
20110205/0845,2100.2
20110205/0915,2101.9
20110205/0945,2102.9
20110205/1015,2102.1
20110205/1045,2102.0
20110205/1115,2103.0
20110205/1145,2101.8
20110205/1215,2099.4
20110205/1245,2100.2
20110205/1315,2104.4
20110205/1345,2102.4
20110205/1415,2100.7
20110205/1445,2102.5
20110205/1515,2103.3
20110205/1545,2103.0
20110205/1615,2102.6
20110205/1645,2103.5
20110205/1715,2103.7
20110205/1745,2103.4
20110205/1815,2104.3
20110205/1845,2106.5
20110205/1915,2107.8
20110205/1945,2108.6
20110205/2015,2109.7
20110205/2045,2108.3
20110205/2115,2107.6
20110205/2145,2105.9
20110205/2215,2106.2
20110205/2245,2109.2
20110205/2315,2112.8
20110206/0015,2110.5
20110206/0045,2109.9
20110206/0115,2114.0
20110206/0145,2118.7
20110206/0215,2122.9
20110206/0245,2127.8
20110206/0315,2128.2
20110206/0345,2126.4
20110206/0415,2126.0
20110206/0445,2126.1
20110206/0515,2126.5
20110206/0545,2126.3
20110206/0615,2126.8
20110206/0645,2128.3
20110206/0715,2126.5
20110206/0745,2121.3
20110206/0815,2118.7
20110206/0845,2120.1
20110206/0915,2116.2
20110206/0945,2119.3
20110206/1015,2124.8
20110206/1045,2128.5
20110206/1115,2132.9
20110206/1145,2132.7
20110206/1215,2131.5
20110206/1245,2132.4
20110206/1315,2133.2
20110206/1345,2127.0
20110206/1415,2125.3
20110206/1445,2126.6
20110206/1515,2129.2
20110206/1545,2129.1
20110206/1615,2122.8
20110206/1645,2123.5
20110206/1715,2127.7
20110206/1745,2129.1
20110206/1815,2128.0
20110206/1845,2125.7
20110206/1915,2121.8
20110206/1945,2114.1
20110206/2015,2111.3
20110206/2045,2117.6
20110206/2115,2122.5
20110206/2145,2123.8
20110206/2215,2131.6
20110206/2245,2135.2
20110206/2315,2133.4
20110207/0015,2129.4
20110207/0045,2127.6
20110207/0115,2131.6
20110207/0145,2134.4
20110207/0215,2133.6
20110207/0245,2133.4
20110207/0315,2134.5
20110207/0345,2134.0
20110207/0415,2134.2
20110207/0445,2137.3
20110207/0515,2137.1
20110207/0545,2133.5
20110207/0615,2131.6
20110207/0645,2131.3
20110207/0715,2132.0
20110207/0745,2131.5
20110207/0815,2130.0
20110207/0845,2131.5
20110207/0915,2132.9
20110207/0945,2131.1
20110207/1015,2128.6
20110207/1045,2125.3
20110207/1115,2125.4
20110207/1145,2126.9
20110207/1215,2124.9
20110207/1245,2127.3
20110207/1315,2128.6
20110207/1345,2126.8
20110207/1415,2130.7
20110207/1445,2135.2
20110207/1515,2134.8
20110207/1545,2134.2
20110207/1615,2135.3
20110207/1645,2136.3
20110207/1715,2132.8
20110207/1745,2131.1
20110207/1815,2132.1
20110207/1845,2133.8
20110207/1915,2134.9
20110207/1945,2135.4
20110207/2015,2136.2
20110207/2045,2138.4
20110207/2115,2136.5
20110207/2145,2132.5
20110207/2215,2134.4
20110207/2245,2138.7
20110207/2315,2141.2
20110208/0015,2137.9
20110208/0045,2132.8
20110208/0115,2133.3
20110208/0145,2137.1
20110208/0215,2136.6
20110208/0245,2137.1
20110208/0315,2134.3
20110208/0345,2130.5
20110208/0415,2130.8
20110208/0445,2131.3
20110208/0515,2131.1
20110208/0545,2130.1
20110208/0615,2133.0
20110208/0645,2133.8
20110208/0715,2132.0
20110208/0745,2131.6
20110208/0815,2130.2
20110208/0845,2129.4
20110208/0915,2129.9
20110208/0945,2129.3
20110208/1015,2128.9
20110208/1045,2129.0
20110208/1115,2127.2
20110208/1145,2126.0
20110208/1215,2124.4
20110208/1245,2125.1
20110208/1315,2124.9
20110208/1345,2117.8
20110208/1415,2113.2
20110208/1445,2114.3
20110208/1515,2116.1
20110208/1545,2116.2
20110208/1615,2114.8
20110208/1645,2114.9
20110208/1715,2112.9
20110208/1745,2111.5
20110208/1815,2112.1
20110208/1845,2110.1
20110208/1915,2107.6
20110208/1945,2106.0
20110208/2015,2106.7
20110208/2045,2108.9
20110208/2115,2106.5
20110208/2145,2105.0
20110208/2215,2107.3
20110208/2245,2106.9
20110208/2315,2104.7
20110209/0015,2101.4
20110209/0045,2101.6
20110209/0115,2100.9
20110209/0145,2098.8
20110209/0215,2098.5
20110209/0245,2097.1
20110209/0315,2095.6
20110209/0345,2094.4
20110209/0415,2095.6
20110209/0445,2097.0
20110209/0515,2097.3
20110209/0545,2097.1
20110209/0615,2096.5
20110209/0645,2094.2
20110209/0715,2093.6
20110209/0745,2094.4
20110209/0815,2092.6
20110209/0845,2092.2
20110209/0915,2095.9
20110209/0945,2095.3
20110209/1015,2090.6
20110209/1045,2089.2
20110209/1115,2091.2
20110209/1145,2092.4
20110209/1215,2096.7
20110209/1245,2103.0
20110209/1315,2103.9
20110209/1345,2100.6
20110209/1415,2097.3
20110209/1445,2097.7
20110209/1515,2099.8
20110209/1545,2102.1
20110209/1615,2103.4
20110209/1645,2107.7
20110209/1715,2111.4
20110209/1745,2111.0
20110209/1815,2109.1
20110209/1845,2108.0
20110209/1915,2104.1
20110209/1945,2099.0
20110209/2015,2097.7
20110209/2045,2097.1
20110209/2115,2094.2
20110209/2145,2094.3
20110209/2215,2096.7
20110209/2245,2096.3
20110209/2315,2097.8
20110211/0745,2115.6
20110211/0815,2108.4
20110211/0845,2105.2
20110211/0915,2105.3
20110211/0945,2104.1
20110211/1015,2100.8
20110211/1045,2104.1
20110211/1115,2106.2
20110211/1145,2105.5
20110211/1215,2106.1
20110211/1245,2108.1
20110211/1315,2109.7
20110211/1345,2108.2
20110211/1415,2109.5
20110211/1445,2114.5
20110211/1515,2117.2
20110211/1545,2116.9
20110211/1615,2116.6
20110211/1645,2114.2
20110211/1715,2111.3
20110211/1745,2111.2
20110211/1815,2111.7
20110211/1845,2110.5
20110211/1915,2109.9
20110211/1945,2109.9
20110211/2015,2108.6
20110211/2045,2106.1
20110211/2115,2103.2
20110211/2145,2103.8
20110211/2215,2104.5
20110211/2245,2104.6
20110211/2315,2100.6
20110212/0015,2093.5
20110212/0045,2094.2
20110212/0115,2092.9
20110212/0145,2092.1
20110212/0215,2092.4
20110212/0245,2089.8
20110212/0315,2087.1
20110212/0345,2088.2
20110212/0415,2087.4
20110212/0445,2085.5
20110212/0515,2084.7
20110212/0545,2083.5
20110212/0615,2084.7
20110212/0645,2084.7
20110212/0715,2082.6
20110212/0745,2079.8
20110212/0815,2080.0
20110212/0845,2083.3
20110212/0915,2085.0
20110212/0945,2082.8
20110212/1015,2080.9
20110212/1045,2079.3
20110212/1115,2077.7
20110212/1145,2078.0
20110212/1215,2079.5
20110212/1245,2082.9
20110212/1315,2082.1
20110212/1345,2080.2
20110212/1415,2082.0
20110212/1445,2085.0
20110212/1515,2085.9
20110212/1545,2089.0
20110212/1615,2095.0
20110212/1645,2096.2
20110212/1715,2096.8
20110212/1745,2100.2
20110212/1815,2103.2
20110212/1845,2103.1
20110212/1915,2105.1
20110212/1945,2108.5
20110212/2015,2112.7
20110212/2045,2115.6
20110212/2115,2113.3
20110212/2145,2117.8
20110212/2215,2121.2
20110212/2245,2120.9
20110212/2315,2122.4
20110213/0015,2119.1
20110213/0045,2121.0
20110213/0115,2125.5
20110213/0145,2129.1
20110213/0215,2130.6
20110213/0245,2130.1
20110213/0315,2128.3
20110213/0345,2127.7
20110213/0415,2128.1
20110213/0445,2125.1
20110213/0515,2122.4
20110213/0545,2120.8
20110213/0615,2116.8
20110213/0645,2109.8
20110213/0715,2102.7
20110213/0745,2096.4
20110213/0815,2093.4
20110213/0845,2090.4
20110213/0915,2088.5
20110213/0945,2091.4
20110213/1015,2092.9
20110213/1045,2090.4
20110213/1115,2088.5
20110213/1145,2091.3
20110213/1215,2094.3
20110213/1245,2095.5
20110213/1315,2093.1
20110213/1345,2092.1
20110213/1415,2094.2
20110213/1445,2096.1
20110213/1515,2097.6
20110213/1545,2096.1
20110213/1615,2096.7
20110213/1645,2095.1
20110213/1715,2093.9
20110213/1745,2095.8
20110213/1815,2096.9
20110213/1845,2092.9
20110213/1915,2089.9
20110213/1945,2100.1
20110213/2015,2108.1
20110213/2045,2106.6
20110213/2115,2109.7
20110213/2145,2116.8
20110213/2215,2119.5
20110213/2245,2119.5
20110213/2315,2118.8
20110214/0015,2116.6
20110214/0045,2117.7
20110214/0115,2121.3
20110214/0145,2121.7
20110214/0215,2122.7
20110214/0245,2123.6
20110214/0315,2123.0
20110214/0345,2123.7
20110214/0415,2124.9
20110214/0445,2124.5
20110214/0515,2121.7
20110214/0545,2119.8
20110214/0615,2120.7
20110214/0645,2121.7
20110214/0715,2120.3
20110214/0745,2117.4
20110214/0815,2117.6
20110214/0845,2121.6
20110214/0915,2121.7
20110214/0945,2119.1
20110214/1015,2120.0
20110214/1045,2122.2
20110214/1115,2122.3
20110214/1145,2118.6
20110214/1215,2119.8
20110214/1245,2122.4
20110214/1315,2118.6
20110214/1345,2113.3
20110214/1415,2115.5
20110214/1445,2120.6
20110214/1515,2116.2
20110214/1545,2110.3
20110214/1615,2112.9
20110214/1645,2116.6
20110214/1715,2115.2
20110214/1745,2113.2
20110214/1815,2113.2
20110214/1845,2110.8
20110214/1915,2110.5
20110214/1945,2112.6
20110214/2015,2112.2
20110214/2045,2108.2
20110214/2115,2107.6
20110214/2145,2113.8
20110214/2215,2113.4
20110214/2245,2114.1
20110214/2315,2113.4
20110215/0015,2105.6
20110215/0045,2110.0
20110215/0115,2114.7
20110215/0145,2113.5
20110215/0215,2110.1
20110215/0245,2109.5
20110215/0315,2109.3
20110215/0345,2108.1
20110215/0415,2113.2
20110215/0445,2116.9
20110215/0515,2112.4
20110215/0545,2111.2
20110215/0615,2109.7
20110215/0645,2108.9
20110215/0715,2107.2
20110215/0745,2109.2
20110215/0815,2111.4
20110215/0845,2109.6
20110215/0915,2109.3
20110215/0945,2108.2
20110215/1015,2108.0
20110215/1045,2106.8
20110215/1115,2101.1
20110215/1145,2098.9
20110215/1215,2104.0
20110215/1245,2103.8
20110215/1315,2102.6
20110215/1345,2101.1
20110215/1415,2098.6
20110215/1445,2098.9
20110215/1515,2099.0
20110215/1545,2097.8
20110215/1615,2096.0
20110215/1645,2093.9
20110215/1715,2090.7
20110215/1745,2090.0
20110215/1815,2091.7
20110215/1845,2093.9
20110215/1915,2093.1
20110215/1945,2095.0
20110215/2015,2097.6
20110215/2045,2094.7
20110215/2115,2092.1
20110215/2145,2093.9
20110215/2215,2097.7
20110215/2245,2095.7
20110215/2315,2093.1
20110216/0015,2085.7
20110216/0045,2086.8
20110216/0115,2088.8
20110216/0145,2090.1
20110216/0215,2088.5
20110216/0245,2086.0
20110216/0315,2087.6
20110216/0345,2089.7
20110216/0415,2091.8
20110216/0445,2089.4
20110216/0515,2085.9
20110216/0545,2088.4
20110216/0615,2089.8
20110216/0645,2090.5
20110216/0715,2090.4
20110216/0745,2089.4
20110216/0815,2093.4
20110216/0845,2095.8
20110216/0915,2093.3
20110216/0945,2091.5
20110216/1015,2094.3
20110216/1045,2095.5
20110216/1115,2091.7
20110216/1145,2089.2
20110216/1215,2092.9
20110216/1245,2093.7
20110216/1315,2091.7
20110216/1345,2094.2
20110216/1415,2097.0
20110216/1445,2096.9
20110216/1515,2096.3
20110216/1545,2095.3
20110216/1615,2098.9
20110216/1645,2103.3
20110216/1715,2101.3
20110216/1745,2102.5
20110216/1815,2103.0
20110216/1845,2101.5
20110216/1915,2101.6
20110216/1945,2101.6
20110216/2015,2103.7
20110216/2045,2105.0
20110216/2115,2106.4
20110216/2145,2108.4
20110216/2215,2109.3
20110216/2245,2104.9
20110216/2315,2102.7
20110217/0015,2102.2
20110217/0045,2104.7
20110217/0115,2109.5
20110217/0145,2108.8
20110217/0215,2107.8
20110217/0245,2108.1
20110217/0315,2110.1
20110217/0345,2110.6
20110217/0415,2110.9
20110217/0445,2111.8
20110217/0515,2108.8
20110217/0545,2106.8
20110217/0615,2108.4
20110217/0645,2110.6
20110217/0715,2113.3
20110217/0745,2115.0
20110217/0815,2114.1
20110217/0845,2114.7
20110217/0915,2114.3
20110217/0945,2110.2
20110217/1015,2108.7
20110217/1045,2111.7
20110217/1115,2115.8
20110217/1145,2115.1
20110217/1215,2115.9
20110217/1245,2117.4
20110217/1315,2114.1
20110217/1345,2116.9
20110217/1415,2122.2
20110217/1445,2120.8
20110217/1515,2120.5
20110217/1545,2121.3
20110217/1615,2122.4
20110217/1645,2122.6
20110217/1715,2122.0
20110217/1745,2124.0
20110217/1815,2124.5
20110217/1845,2123.0
20110217/1915,2124.2
20110217/1945,2127.7
20110217/2015,2126.9
20110217/2045,2125.0
20110217/2115,2128.1
20110217/2145,2133.4
20110217/2215,2136.4
20110217/2245,2134.9
20110217/2315,2131.5
20110218/0015,2123.6
20110218/0045,2128.6
20110218/0115,2129.9
20110218/0145,2128.5
20110218/0215,2128.1
20110218/0245,2126.2
20110218/0315,2127.1
20110218/0345,2130.6
20110218/0415,2132.3
20110218/0445,2130.9
20110218/0515,2129.2
20110218/0545,2130.2
20110218/0615,2129.1
20110218/0645,2127.9
20110218/0715,2127.6
20110218/0745,2126.5
20110218/0815,2128.9
20110218/0845,2131.6
20110218/0915,2129.9
20110218/0945,2134.0
20110218/1015,2133.5
20110218/1045,2126.6
20110218/1115,2129.8
20110218/1145,2132.0
20110218/1215,2132.6
20110218/1245,2134.1
20110218/1315,2132.9
20110218/1345,2128.9
20110218/1415,2130.0
20110218/1445,2133.5
20110218/1515,2132.0
20110218/1545,2133.6
20110218/1615,2132.9
20110218/1645,2132.2
20110218/1715,2132.6
20110218/1745,2131.5
20110218/1815,2128.6
20110218/1845,2123.5
20110218/1915,2123.8
20110218/1945,2124.8
20110218/2015,2121.9
20110218/2045,2113.2
20110218/2115,2109.9
20110218/2145,2117.6
20110218/2215,2117.9
20110218/2245,2118.0
